id,cut,color,clarity,x,y,z,price
31595,Premium,E,SI1,4.73,4.7,2.96,6.81
31596,Ideal,F,VVS2,5.43,5.47,3.37,7.876
31597,Premium,H,SI1,7.54,7.49,4.7,9.368
31598,Premium,H,VS2,6.51,6.44,3.99,8.587
31599,Ideal,E,VVS2,4.4,4.41,2.71,6.736
31600,Ideal,F,SI2,6.55,6.68,3.99,8.515
31601,Premium,H,VS1,6.19,6.13,3.79,8.31
31602,Ideal,H,VS2,6.67,6.72,4.19,8.818
31603,Very Good,F,VS2,7.3,7.33,4.59,9.552
31604,Ideal,G,SI2,6.98,7.03,4.28,8.787
31605,Good,I,VVS2,6.1,6.14,3.85,8.28
31606,Fair,D,SI2,5.96,5.87,4.1,7.998
31607,Ideal,I,SI2,5.74,5.77,3.54,7.44
31608,Very Good,E,SI2,6.15,6.09,3.88,8.125
31609,Very Good,E,SI1,4.33,4.31,2.74,6.548
31610,Premium,H,SI2,7.46,7.42,4.44,8.735
31611,Very Good,I,VS1,7.64,7.67,4.64,9.351
31612,Ideal,F,IF,4.44,4.45,2.72,6.865
31613,Ideal,G,VVS1,7.01,6.91,4.32,9.298
31614,Ideal,E,VVS1,4.55,4.53,2.81,6.874
31615,Ideal,F,SI2,6.88,6.82,4.21,8.523
31616,Ideal,J,VVS2,4.76,4.79,2.95,6.495
31617,Ideal,E,VS1,5.25,5.31,3.17,7.67
31618,Ideal,D,VS2,4.34,4.31,2.71,6.848
31619,Ideal,G,VS1,6.72,6.79,4.23,9.071
31620,Good,E,SI1,4.7,4.72,3.01,6.627
31621,Ideal,H,I1,6.55,6.59,4.08,8.135
31622,Ideal,F,VS2,7.44,7.35,4.54,9.573
31623,Ideal,D,VS2,5.08,5.1,3.15,7.432
31624,Good,F,SI1,5.08,5.04,3.23,7.179
31625,Ideal,H,SI1,5.29,5.32,3.27,7.181
31626,Premium,E,VS2,4.42,4.37,2.65,6.771
31627,Very Good,D,SI2,6.45,6.5,3.94,8.357
31628,Good,I,SI2,7.63,7.5,4.38,8.698
31629,Ideal,H,SI2,6.5,6.48,4.03,8.408
31630,Ideal,F,SI2,5.68,5.74,3.52,7.697
31631,Ideal,F,VS2,5.26,5.32,3.19,7.416
31632,Good,E,VS2,6.67,6.72,4.2,9.124
31633,Ideal,H,VVS1,5.17,5.19,3.21,7.477
31634,Ideal,E,VS2,4.54,4.52,2.79,6.892
31635,Ideal,G,VS1,5.75,5.79,3.55,8.154
31636,Ideal,E,SI1,4.47,4.5,2.79,6.321
31637,Premium,F,VS1,6.78,6.71,4.2,9.057
31638,Good,F,VS1,5.01,5.07,3.1,7.386
31639,Premium,H,IF,7.38,7.33,4.6,9.418
31640,Very Good,F,SI1,6.15,6.1,3.89,8.069
31641,Ideal,E,VVS2,4.53,4.58,2.83,6.772
31642,Good,H,SI2,6.64,6.59,3.83,8.27
31643,Very Good,E,SI2,5.89,5.98,3.61,7.948
31644,Premium,H,VS2,4.39,4.37,2.71,6.443
31645,Premium,F,VVS1,4.9,4.86,3.0,7.26
31646,Fair,F,SI2,5.83,5.78,3.75,7.746
31647,Premium,E,VVS1,4.74,4.7,2.89,7.242
31648,Ideal,D,VS2,6.07,6.14,3.78,8.248
31649,Very Good,E,SI2,7.53,7.61,4.74,9.242
31650,Premium,G,SI1,5.85,5.88,3.67,7.835
31651,Very Good,G,VS1,4.58,4.61,2.92,6.733
31652,Ideal,H,VVS1,5.12,5.15,3.16,7.516
31653,Good,G,VS1,5.44,5.5,3.29,7.471
31654,Ideal,J,SI2,5.77,5.81,3.57,7.563
31655,Very Good,G,VS2,6.74,6.77,4.23,9.037
31656,Ideal,F,VS2,4.76,4.81,2.92,6.76
31657,Premium,G,VS2,6.82,6.77,4.23,8.872
31658,Premium,D,SI2,6.56,6.53,3.94,8.567
31659,Very Good,E,VS2,6.47,6.6,3.95,8.783
31660,Premium,H,VS1,4.7,4.65,2.88,6.891
31661,Premium,H,VS1,4.53,4.48,2.76,6.64
31662,Fair,G,VVS2,5.02,4.96,3.14,7.491
31663,Ideal,E,VS1,6.93,6.97,4.29,9.343
31664,Very Good,E,SI2,5.67,5.72,3.53,7.722
31665,Ideal,G,IF,4.15,4.18,2.57,6.474
31666,Ideal,I,VS2,4.81,4.83,2.96,6.438
31667,Premium,J,VS1,6.58,6.49,4.09,8.249
31668,Premium,H,SI1,7.44,7.39,4.52,9.18
31669,Premium,J,SI1,6.73,6.67,4.19,8.348
31670,Very Good,D,VS2,6.36,6.4,3.98,9.004
31671,Premium,D,SI2,6.56,6.52,3.89,8.499
31672,Ideal,D,VS2,4.77,4.73,2.87,6.957
31673,Ideal,G,VS2,4.4,4.37,2.72,6.579
31674,Premium,F,VS2,4.48,4.44,2.65,6.719
31675,Premium,G,SI2,7.03,6.97,4.34,8.699
31676,Ideal,I,SI2,6.57,6.63,4.05,8.237
31677,Premium,D,SI1,5.11,5.05,3.2,7.361
31678,Premium,J,SI1,5.92,5.81,3.62,7.58
31679,Ideal,E,VVS2,4.69,4.73,2.9,7.17
31680,Ideal,J,VS2,6.0,6.04,3.71,7.916
31681,Very Good,F,SI2,5.66,5.7,3.59,7.782
31682,Very Good,G,SI1,4.53,4.57,2.81,6.286
31683,Ideal,D,SI1,6.51,6.57,4.0,8.666
31684,Ideal,H,VS1,4.84,4.8,2.94,6.931
31685,Ideal,J,SI1,7.44,7.39,4.58,8.814
31686,Premium,G,SI1,4.38,4.34,2.7,6.385
31687,Ideal,G,SI1,5.2,5.24,3.2,7.236
31688,Good,H,SI1,5.15,5.22,3.28,7.051
31689,Ideal,G,SI1,6.46,6.5,3.98,8.445
31690,Ideal,G,VVS1,7.12,7.07,4.44,9.43
31691,Premium,G,SI1,7.28,7.2,4.36,9.232
31692,Good,H,SI1,4.24,4.27,2.72,6.043
31693,Ideal,I,SI1,6.85,6.8,4.2,8.64
31694,Good,J,VS1,7.26,7.31,4.48,9.021
31695,Premium,F,VS1,5.67,5.64,3.49,7.889
31696,Premium,G,SI1,6.18,6.21,3.83,8.305
31697,Premium,G,VS2,4.56,4.54,2.71,6.571
31698,Good,G,SI2,6.01,6.07,3.85,8.028
31699,Ideal,F,SI2,7.28,7.26,4.57,9.21
31700,Premium,E,SI2,6.55,6.46,4.09,8.524
31701,Ideal,G,VS1,6.9,6.87,4.21,9.071
31702,Ideal,G,VS1,5.64,5.71,3.5,7.997
31703,Very Good,I,VS1,6.14,6.17,3.85,8.145
31704,Ideal,J,VVS1,4.73,4.79,2.95,6.653
31705,Premium,D,VS2,6.13,6.06,3.84,8.431
31706,Premium,G,VS1,5.1,5.11,3.17,7.412
31707,Premium,D,SI2,6.34,6.3,3.83,8.328
31708,Ideal,H,VS1,6.2,6.24,3.79,8.343
31709,Premium,H,VVS2,5.66,5.71,3.53,7.829
31710,Ideal,I,VVS1,3.98,3.95,2.47,6.068
31711,Very Good,G,SI1,4.78,4.81,2.84,6.554
31712,Premium,J,VVS2,6.85,6.82,4.22,8.618
31713,Fair,D,VS2,6.01,5.96,3.33,7.77
31714,Very Good,G,SI1,4.99,5.02,3.17,7.079
31715,Very Good,F,VS1,4.24,4.27,2.68,6.223
31716,Ideal,H,VS2,6.61,6.69,4.12,8.707
31717,Good,F,VS2,6.08,6.1,3.8,8.383
31718,Ideal,H,VVS1,4.3,4.33,2.69,6.5
31719,Ideal,F,VVS1,4.28,4.31,2.67,6.702
31720,Premium,I,VS1,6.2,6.15,3.78,8.156
31721,Premium,F,VS2,6.82,6.76,4.08,8.97
31722,Ideal,G,VS1,4.77,4.8,2.93,6.768
31723,Very Good,I,VVS2,4.49,4.52,2.76,6.39
31724,Very Good,I,VVS1,4.74,4.78,2.92,6.691
31725,Very Good,F,VS1,5.79,5.84,3.5,7.954
31726,Ideal,I,VS1,4.46,4.44,2.71,6.474
31727,Ideal,F,SI2,4.68,4.77,2.96,6.402
31728,Premium,I,SI2,6.29,6.24,3.77,8.0
31729,Very Good,F,SI2,4.44,4.48,2.75,6.103
31730,Premium,I,SI1,6.43,6.47,4.0,8.354
31731,Fair,E,SI2,6.28,6.27,4.09,8.415
31732,Ideal,G,VS2,6.47,6.44,3.97,8.798
31733,Ideal,G,VVS2,6.53,6.56,4.03,8.979
31734,Very Good,E,VVS2,5.1,5.17,3.25,7.578
31735,Ideal,E,SI1,5.74,5.77,3.56,7.839
31736,Premium,E,SI1,6.73,6.66,3.99,8.684
31737,Ideal,E,SI1,5.13,5.16,3.12,7.198
31738,Premium,F,VS2,6.33,6.3,3.95,8.725
31739,Premium,G,SI1,4.76,4.8,2.95,6.603
31740,Good,E,SI1,6.31,6.34,4.07,8.469
31741,Good,E,SI1,4.73,4.7,3.0,6.807
31742,Premium,I,VVS2,6.71,6.63,4.2,8.59
31743,Premium,F,VS1,6.7,6.64,4.06,8.957
31744,Ideal,E,VS1,5.01,5.04,3.09,7.244
31745,Ideal,F,SI2,6.06,6.02,3.68,7.995
31746,Ideal,H,VVS2,4.39,4.36,2.75,6.719
31747,Very Good,F,VS1,5.95,6.0,3.62,8.132
31748,Premium,I,SI1,6.85,6.79,4.27,8.65
31749,Premium,H,VS2,6.55,6.49,3.96,8.503
31750,Very Good,J,VS2,6.14,6.22,3.88,8.182
31751,Ideal,I,SI2,4.62,4.53,2.82,6.363
31752,Premium,I,VS1,7.01,6.96,4.36,8.459
31753,Ideal,H,SI1,5.54,5.57,3.43,7.539
31754,Ideal,E,SI1,4.81,4.79,2.94,6.9
31755,Good,J,SI1,5.82,5.86,3.5,7.629
31756,Good,E,SI1,6.37,6.43,4.04,8.399
31757,Premium,G,SI1,5.95,5.91,3.52,7.591
31758,Ideal,E,SI1,6.59,6.52,4.05,8.718
31759,Good,E,SI1,6.08,6.05,3.87,8.111
31760,Good,F,VS1,5.12,5.05,3.11,7.444
31761,Good,E,SI1,4.74,4.82,3.03,6.65
31762,Ideal,G,VS1,7.03,6.95,4.36,8.843
31763,Ideal,D,SI1,7.3,7.4,4.58,9.448
31764,Premium,H,SI2,5.05,4.99,2.93,6.632
31765,Premium,I,VVS1,4.38,4.32,2.74,6.628
31766,Premium,E,SI1,5.68,5.61,3.55,7.755
31767,Premium,H,VVS2,5.4,5.43,3.38,7.51
31768,Ideal,H,VVS1,5.26,5.3,3.29,7.488
31769,Ideal,I,SI1,6.22,6.26,3.87,7.978
31770,Ideal,E,VVS1,4.27,4.3,2.66,6.759
31771,Very Good,I,VS2,8.24,8.29,5.01,9.704
31772,Premium,I,SI2,8.11,8.06,5.07,9.488
31773,Ideal,D,VS2,5.16,5.2,3.17,7.594
31774,Ideal,D,VS2,4.79,4.83,3.0,6.777
31775,Ideal,I,VS2,7.43,7.35,4.59,9.118
31776,Premium,H,VS1,6.52,6.5,4.04,8.565
31777,Good,H,VS1,7.48,7.52,4.43,9.351
31778,Very Good,E,SI2,5.42,5.46,3.21,7.233
31779,Very Good,F,SI1,5.73,5.82,3.48,7.787
31780,Very Good,E,SI1,6.4,6.45,3.92,8.459
31781,Premium,J,SI2,8.13,8.15,4.95,9.483
31782,Ideal,D,VS2,4.78,4.74,2.97,6.981
31783,Very Good,J,VS2,5.61,5.65,3.49,7.553
31784,Premium,F,VS2,4.55,4.61,2.77,6.588
31785,Ideal,H,VS2,4.55,4.48,2.77,6.535
31786,Very Good,H,VS2,5.73,5.77,3.45,7.735
31787,Fair,I,I1,9.11,9.02,5.91,9.266
31788,Ideal,D,SI1,6.98,6.94,4.33,9.135
31789,Very Good,G,SI1,6.36,6.4,4.01,8.456
31790,Ideal,D,SI1,4.38,4.34,2.69,6.596
31791,Premium,H,SI2,7.88,7.82,4.79,9.275
31792,Very Good,J,SI1,5.84,5.88,3.5,7.59
31793,Ideal,D,SI1,5.24,5.29,3.26,7.465
31794,Very Good,F,VVS2,3.96,4.03,2.48,6.17
31795,Ideal,J,VS1,5.79,5.84,3.59,7.811
31796,Ideal,G,VS1,7.72,7.65,4.72,9.753
31797,Good,E,SI1,5.06,5.02,3.21,7.255
31798,Very Good,H,VVS2,5.9,5.96,3.73,8.018
31799,Good,G,SI2,6.69,6.74,4.06,8.402
31800,Ideal,G,VS2,4.45,4.35,2.7,6.548
31801,Ideal,F,SI2,6.6,6.64,4.05,8.495
31802,Ideal,G,VVS2,6.5,6.51,4.04,8.989
31803,Ideal,E,SI2,5.16,5.13,3.24,7.14
31804,Good,I,VS2,8.14,8.19,4.89,9.654
31805,Ideal,E,SI2,5.72,5.78,3.55,7.757
31806,Ideal,E,VS2,4.34,4.37,2.7,6.522
31807,Very Good,F,VS2,4.33,4.37,2.74,6.4
31808,Good,G,VVS2,5.27,5.35,3.06,7.542
31809,Ideal,G,SI1,5.46,5.55,3.39,7.354
31810,Premium,F,SI1,6.86,6.9,4.24,8.836
31811,Good,H,SI2,7.18,7.15,4.61,8.923
31812,Very Good,D,VS2,4.71,4.74,2.78,6.77
31813,Very Good,F,SI1,5.64,5.73,3.53,7.76
31814,Ideal,G,SI1,4.64,4.67,2.85,6.534
31815,Very Good,H,SI2,5.7,5.67,3.6,7.437
31816,Fair,J,VS1,6.12,6.06,3.93,7.994
31817,Ideal,I,SI1,4.46,4.49,2.75,6.098
31818,Very Good,F,VS2,6.3,6.36,4.0,8.786
31819,Fair,G,SI2,5.41,5.35,3.72,7.258
31820,Premium,G,VVS2,4.27,4.29,2.68,6.528
31821,Ideal,I,SI1,6.67,6.62,4.08,8.406
31822,Ideal,E,VVS2,4.52,4.54,2.76,6.731
31823,Premium,J,VS2,6.9,6.92,4.32,8.52
31824,Very Good,F,SI1,5.64,5.72,3.53,7.706
31825,Ideal,E,VS2,5.12,5.14,3.2,7.391
31826,Very Good,I,VVS1,4.4,4.45,2.66,6.378
31827,Ideal,J,SI1,4.37,4.4,2.69,6.035
31828,Premium,F,VS2,6.6,6.52,3.97,8.581
31829,Fair,D,SI2,5.71,5.65,3.7,7.409
31830,Very Good,E,VS2,4.25,4.28,2.67,6.489
31831,Premium,D,VS2,4.32,4.35,2.62,6.565
31832,Ideal,G,IF,6.95,6.99,4.3,9.5
31833,Ideal,G,VS1,6.43,6.47,4.01,8.789
31834,Ideal,G,VVS2,4.54,4.58,2.78,6.682
31835,Ideal,I,SI1,6.99,7.04,4.35,8.877
31836,Premium,E,SI2,6.03,5.96,3.59,7.986
31837,Ideal,F,VVS1,4.65,4.68,2.86,6.905
31838,Premium,F,SI1,5.74,5.67,3.55,7.763
31839,Ideal,I,VS2,8.23,8.28,4.98,9.744
31840,Ideal,F,VS1,4.39,4.42,2.72,6.574
31841,Ideal,E,SI1,5.69,5.74,3.57,7.971
31842,Very Good,H,VVS2,4.06,4.05,2.57,6.337
31843,Ideal,F,VVS2,4.76,4.73,2.97,7.083
31844,Ideal,E,VS2,4.36,4.41,2.71,6.522
31845,Good,I,SI2,6.26,6.3,4.01,8.15
31846,Ideal,E,VVS1,4.71,4.65,2.94,7.242
31847,Ideal,F,SI2,5.87,5.9,3.62,7.899
31848,Premium,E,VS1,3.95,3.91,2.43,6.24
31849,Very Good,E,SI2,5.68,5.73,3.55,7.746
31850,Good,I,VS2,6.6,6.56,3.76,8.221
31851,Ideal,D,VS2,4.58,4.61,2.84,6.685
31852,Premium,G,VS1,4.56,4.53,2.78,6.809
31853,Premium,H,VS2,6.47,6.39,4.01,8.533
31854,Very Good,H,SI1,6.32,6.27,3.99,8.354
31855,Ideal,G,VS1,6.49,6.44,3.96,8.574
31856,Very Good,E,SI1,6.3,6.37,4.03,8.721
31857,Good,E,VVS1,6.31,6.34,3.99,9.265
31858,Ideal,E,VS1,4.33,4.3,2.66,6.842
31859,Ideal,F,SI1,4.57,4.6,2.8,6.312
31860,Premium,I,VS1,6.86,6.84,4.19,8.62
31861,Ideal,G,VVS1,6.85,6.89,4.22,9.258
31862,Good,F,VS2,5.88,5.9,3.72,8.14
31863,Premium,F,VVS2,6.53,6.49,3.78,8.82
31864,Fair,G,SI2,6.33,6.22,4.1,8.239
31865,Ideal,I,VVS2,4.65,4.67,2.89,6.729
31866,Very Good,G,VS1,4.35,4.36,2.69,6.469
31867,Good,D,SI1,6.43,6.39,4.08,8.65
31868,Ideal,G,VS1,4.48,4.44,2.74,6.75
31869,Ideal,G,VVS1,4.36,4.34,2.73,6.953
31870,Ideal,H,IF,5.14,5.2,3.21,7.552
31871,Very Good,J,SI2,4.35,4.34,2.75,6.064
31872,Very Good,E,SI1,4.92,4.95,3.03,6.949
31873,Ideal,E,VVS1,5.66,5.69,3.51,8.583
31874,Premium,G,VS2,4.41,4.47,2.77,6.39
31875,Fair,I,SI1,7.86,7.8,5.26,9.634
31876,Ideal,I,VS2,5.77,5.83,3.56,8.129
31877,Ideal,J,SI1,6.77,6.83,4.13,8.283
31878,Good,I,VS2,5.57,5.59,3.55,7.606
31879,Premium,J,VS2,7.6,7.55,4.76,9.204
31880,Very Good,G,VS2,6.2,6.24,3.76,8.365
31881,Premium,F,VVS2,4.83,4.79,2.89,7.083
31882,Ideal,H,SI1,4.89,4.86,2.97,6.633
31883,Ideal,J,VS1,4.75,4.71,2.96,6.697
31884,Premium,G,SI1,6.45,6.38,3.72,8.129
31885,Ideal,G,VS2,6.49,6.45,3.98,8.782
31886,Premium,H,I1,8.1,8.05,4.87,8.526
31887,Premium,F,VS2,5.67,5.7,3.53,7.929
31888,Ideal,D,SI1,4.53,4.56,2.76,6.39
31889,Premium,F,VS2,5.13,5.1,3.19,7.361
31890,Good,F,SI1,4.69,4.72,2.98,6.532
31891,Premium,I,SI2,8.24,8.2,4.78,9.477
31892,Ideal,J,VVS1,4.79,4.73,2.95,6.902
31893,Ideal,E,VVS2,5.29,5.33,3.29,7.803
31894,Ideal,G,VS1,5.47,5.5,3.39,7.669
31895,Ideal,F,VS1,6.46,6.52,3.96,8.691
31896,Premium,D,SI2,5.52,5.5,3.46,7.468
31897,Very Good,F,VVS1,4.05,4.07,2.45,6.41
31898,Good,F,SI2,6.17,6.26,3.81,8.124
31899,Very Good,H,SI2,6.79,6.76,4.29,8.425
31900,Ideal,H,SI1,6.6,6.68,4.05,8.572
31901,Premium,G,VS2,8.11,7.99,4.94,9.797
31902,Good,F,VS2,5.22,5.25,3.29,7.404
31903,Premium,D,SI1,5.46,5.37,3.26,7.538
31904,Premium,G,VS2,4.38,4.35,2.66,6.548
31905,Very Good,F,SI2,5.85,5.9,3.7,7.83
31906,Very Good,H,VS1,4.3,4.34,2.61,6.265
31907,Very Good,F,VVS1,4.41,4.44,2.74,6.756
31908,Very Good,F,VS2,6.52,6.54,3.82,8.706
31909,Ideal,F,IF,5.11,5.15,3.14,7.791
31911,Very Good,E,SI1,5.13,5.18,3.16,7.271
31912,Ideal,G,VVS1,4.11,4.14,2.57,6.405
31913,Premium,H,SI2,5.65,5.62,3.54,7.669
31914,Ideal,F,VS2,4.67,4.64,2.85,6.79
31915,Very Good,D,SI2,6.28,6.32,3.72,8.09
31916,Ideal,E,SI2,8.09,8.04,5.02,9.79
31917,Premium,I,SI2,7.34,7.25,4.58,8.951
31918,Premium,G,SI1,4.9,4.87,2.95,6.875
31919,Ideal,G,IF,5.36,5.44,3.36,7.837
31920,Premium,D,VS2,4.31,4.28,2.59,6.815
31921,Ideal,G,VS2,4.78,4.76,2.93,6.949
31922,Ideal,F,VS2,4.3,4.34,2.65,6.438
31923,Ideal,G,SI2,8.47,8.42,5.14,9.654
31924,Premium,E,VS1,4.76,4.72,2.85,7.026
31925,Ideal,J,VVS2,5.74,5.78,3.51,7.667
31926,Premium,F,VS2,4.83,4.79,2.85,6.985
31927,Good,E,SI2,4.49,4.45,2.86,6.377
31928,Ideal,H,VVS1,4.34,4.37,2.7,6.532
31929,Ideal,H,SI1,4.3,4.33,2.68,6.109
31930,Very Good,H,SI1,6.38,6.44,3.96,8.488
31931,Good,G,I1,6.64,6.6,3.8,7.76
31932,Ideal,H,SI1,6.18,6.23,3.87,8.198
31933,Ideal,F,VS2,4.32,4.28,2.7,6.687
31934,Very Good,D,SI2,4.45,4.51,2.72,6.229
31935,Ideal,G,VS1,4.39,4.43,2.7,6.469
31936,Ideal,F,SI1,4.9,4.86,3.01,6.924
31937,Very Good,G,VS2,6.73,6.82,4.2,8.96
31938,Premium,D,SI2,6.36,6.32,3.81,8.36
31939,Good,J,SI1,6.25,6.19,3.57,7.669
31940,Ideal,E,VS2,4.3,4.34,2.67,6.489
31941,Very Good,F,VS2,4.38,4.34,2.76,6.65
31942,Premium,D,VVS1,4.94,4.89,2.93,7.414
31943,Premium,F,SI1,6.34,6.24,3.97,8.351
31944,Ideal,E,VVS2,6.61,6.55,4.06,9.239
31945,Ideal,F,VS2,7.31,7.35,4.56,9.521
31946,Very Good,E,SI2,5.76,5.9,3.6,7.687
31947,Premium,F,VS1,6.64,6.61,4.02,8.939
31948,Very Good,F,VS2,6.97,7.01,4.24,9.097
31949,Premium,G,SI1,4.33,4.36,2.7,6.136
31950,Ideal,F,VVS1,4.88,4.85,3.03,7.26
31951,Ideal,G,SI1,4.66,4.71,2.86,6.444
31952,Good,F,VS2,4.31,4.26,2.73,6.619
31953,Premium,G,SI1,6.49,6.42,4.04,8.507
31954,Premium,E,SI1,6.75,6.7,4.24,8.742
31955,Ideal,E,VS2,5.3,5.28,3.19,7.447
31956,Ideal,E,VS1,4.73,4.78,2.93,6.959
31957,Premium,E,VS1,4.33,4.29,2.7,6.779
31958,Premium,F,VS2,5.13,5.09,3.14,7.39
31959,Premium,G,VS1,4.3,4.27,2.69,6.687
31960,Premium,F,VS1,4.73,4.75,2.91,6.89
31961,Ideal,I,VVS2,6.8,6.83,4.27,8.854
31962,Very Good,E,VS2,6.14,6.27,3.76,8.457
31963,Very Good,G,SI2,5.72,5.68,3.61,7.717
31964,Premium,F,SI2,6.41,6.45,4.0,8.393
31965,Premium,I,SI1,4.36,4.34,2.65,6.227
31966,Premium,D,VS2,5.15,5.2,3.2,7.481
31967,Ideal,E,SI1,4.01,3.99,2.5,6.186
31968,Premium,J,SI1,7.12,7.04,4.26,8.41
31969,Very Good,I,SI2,6.3,6.39,4.02,8.517
31970,Premium,G,SI2,6.38,6.33,3.93,8.382
31971,Premium,H,SI1,7.33,7.29,4.48,9.212
31972,Good,H,SI1,6.43,6.49,3.91,8.406
31973,Ideal,H,SI1,5.08,5.11,3.16,7.039
31974,Fair,D,SI2,6.31,6.27,4.07,8.261
31975,Good,I,SI1,7.25,7.14,4.62,8.883
31976,Ideal,H,IF,5.25,5.29,3.25,7.659
31977,Very Good,F,VS2,6.64,6.69,3.93,8.765
31978,Ideal,G,IF,4.82,4.85,3.01,7.162
31979,Ideal,E,VS1,5.78,5.83,3.55,8.134
31980,Ideal,G,VS2,5.38,5.34,3.32,7.472
31981,Ideal,D,SI1,4.84,4.86,3.01,6.635
31982,Very Good,F,VS2,6.36,6.43,3.91,8.798
31983,Ideal,F,IF,6.94,6.84,4.31,9.523
31984,Fair,G,VS1,4.97,4.87,3.23,7.136
31985,Good,D,VS1,5.21,5.23,3.3,7.57
31986,Premium,H,SI1,6.79,6.74,4.03,8.62
31987,Ideal,E,VS1,4.85,4.89,2.94,7.017
31988,Ideal,F,VS2,5.26,5.22,3.2,7.469
31989,Good,G,SI1,4.27,4.3,2.71,6.136
31990,Very Good,E,VS2,5.01,5.03,3.13,7.358
31991,Ideal,E,VVS2,4.4,4.37,2.64,6.921
31992,Premium,G,VS2,4.46,4.4,2.74,6.611
31993,Premium,F,VS2,5.12,5.1,3.07,7.165
31994,Good,E,SI2,6.38,6.31,4.05,8.323
31995,Very Good,I,SI1,6.52,6.56,3.95,8.276
31996,Premium,D,SI1,5.79,5.66,3.48,7.813
31997,Premium,G,SI1,4.5,4.54,2.7,6.229
31998,Ideal,D,SI1,5.8,5.77,3.52,7.96
31999,Ideal,H,VS1,6.17,6.23,3.84,8.453
32000,Ideal,I,VS1,8.41,8.37,5.15,9.622
32001,Very Good,E,VVS2,5.19,5.21,3.12,7.631
32002,Ideal,F,IF,5.22,5.25,3.24,7.938
32003,Premium,I,VS2,6.76,6.68,4.21,8.639
32004,Ideal,G,SI2,6.33,6.28,3.99,8.304
32005,Ideal,E,SI1,7.36,7.34,4.56,9.466
32006,Very Good,E,VS2,3.88,3.93,2.52,5.905
32007,Very Good,F,VVS1,4.34,4.39,2.7,6.831
32008,Premium,G,VS1,7.32,7.36,4.49,9.554
32009,Very Good,G,SI1,8.07,8.19,5.02,9.826
32010,Premium,G,SI2,5.12,5.09,3.16,6.914
32011,Good,F,SI1,6.21,6.16,3.97,8.361
32012,Ideal,E,SI1,5.88,5.83,3.67,7.888
32013,Premium,G,VVS2,5.68,5.61,3.55,7.963
32014,Premium,F,VS2,5.67,5.63,3.53,7.882
32015,Ideal,G,VS1,6.68,6.65,4.09,9.001
32016,Very Good,E,VS2,5.64,5.68,3.54,7.861
32017,Very Good,F,SI1,6.46,6.49,4.07,8.617
32018,Very Good,E,VS1,4.8,4.83,2.91,6.809
32019,Very Good,E,VVS2,6.04,6.12,3.78,8.747
32020,Premium,H,VVS2,7.41,7.46,4.49,9.391
32021,Good,D,SI1,6.32,6.27,4.05,8.425
32022,Premium,E,VS2,4.56,4.54,2.82,6.921
32023,Fair,G,VVS2,6.2,6.17,4.14,8.419
32024,Very Good,G,SI1,6.5,6.59,3.94,8.459
32025,Ideal,D,VS1,5.28,5.32,3.25,7.719
32026,Premium,G,SI1,6.75,6.71,4.18,8.605
32027,Premium,J,SI2,7.1,7.05,4.38,8.572
32028,Fair,G,VS2,6.32,6.28,4.14,8.312
32029,Ideal,F,VS1,5.46,5.5,3.4,7.786
32030,Very Good,H,VS2,7.27,7.2,4.59,9.231
32031,Ideal,F,SI1,4.6,4.63,2.88,6.423
32032,Very Good,F,VS2,6.76,6.73,4.28,8.965
32033,Premium,E,VS2,4.52,4.57,2.81,6.671
32034,Premium,G,VS1,6.52,6.47,3.95,8.78
32035,Premium,I,I1,6.65,6.58,4.09,8.066
32036,Ideal,F,VS1,5.29,5.25,3.26,7.591
32037,Fair,D,SI1,6.08,6.01,4.27,8.389
32038,Very Good,D,VS2,6.36,6.32,4.02,8.719
32039,Premium,D,SI1,5.18,5.22,3.17,7.397
32040,Very Good,I,VS2,6.48,6.51,4.05,8.512
32041,Premium,I,SI1,8.25,8.16,4.99,9.662
32042,Very Good,G,SI1,6.85,6.88,4.24,8.77
32043,Very Good,J,SI1,6.14,6.19,3.87,7.992
32044,Ideal,F,SI2,5.94,5.98,3.72,8.024
32045,Premium,I,VS2,8.26,8.19,5.0,9.735
32046,Very Good,F,VS2,5.9,5.81,3.45,7.825
32047,Ideal,E,VVS1,5.4,5.44,3.36,8.033
32048,Ideal,H,VVS1,4.76,4.72,2.94,6.992
32049,Good,I,VS2,5.63,5.56,3.6,7.728
32050,Ideal,H,SI2,6.17,6.2,3.84,8.294
32051,Premium,F,SI1,6.18,6.13,3.85,8.194
32052,Very Good,G,SI2,6.41,6.34,4.02,8.383
32053,Good,D,SI2,6.81,6.77,4.1,8.625
32054,Very Good,D,SI1,5.07,5.09,3.19,7.358
32055,Premium,I,SI1,5.96,5.92,3.67,7.748
32056,Very Good,J,SI2,7.64,7.7,4.47,8.853
32057,Ideal,G,VS1,7.06,7.09,4.22,9.134
32058,Very Good,G,SI2,7.63,7.67,4.77,9.278
32059,Premium,I,SI1,5.83,5.76,3.49,7.684
32060,Very Good,I,VS2,8.14,8.25,4.91,9.758
32061,Very Good,H,SI1,6.93,6.94,4.13,8.882
32062,Very Good,I,SI1,8.22,8.16,4.82,9.625
32063,Premium,G,VVS2,6.8,6.77,4.18,9.138
32064,Very Good,H,VVS1,5.65,5.67,3.55,7.985
32065,Good,E,SI2,6.57,6.62,3.96,8.401
32066,Ideal,G,VVS2,4.43,4.41,2.68,6.842
32067,Very Good,F,VVS2,5.28,5.3,3.31,7.736
